Review,date,Location
"very dirty outside and cockroaches throughout the room as well did not return my deposit of two rooms that arente
  
  Read more
  Read less",2018-08-14,
"Average stay
  
  Read more
  Read less",2018-08-14,
"It was horrible... I specifically booked a balcony and even paid extra for it. When we arrived at check-in, they said that they didn�t have our room type available. They said they could give us the first floor no balcony room. It took the representative 45 minutes to find us a room that didn�t even have a balcony on it. The bathtub had what appeared to be pubic hairs around the edge of it . Then they charged us a resort fee of $40 when it was only supposed to be $24. I will never stay at this resort again and would actually like a refund
  
  Read more
  Read less",2018-08-14,
"Accomodations were not as seen here. The rooms we booked in advance were not available on arrival. We had to settle for lesser value. Bathroom had not been cleaned. We were stuck with a view facing a gas station and busy highway. Compensation from the hotel was a waived resort fee of $25. Won't book here again.
  
  Read more
  Read less",2018-08-14,
"Hotel pool areas and amenities are the main reason we choose this hotels for several years now. The rooms are very simple and the bathroom could use updating. The pools are wonderful and the variety of activities is great for a large family. We have 4 boys ranging from 6 to 16 and they always find something to do to have a good time.
  
  Read more
  Read less",2018-08-13,
"It was good
  
  Read more
  Read less",2018-08-13,
"Dump. I didn't stay there. Requested a full refund.
  
  Read more
  Read less",2018-08-13,
"Nice hotel no thanks I don't like being forced to give a written report
  
  Read more
  Read less",2018-08-13,
"All and all it was a good stay and a good hotel. The only thing I would say negative is that hotels.com advertised a 2hour free extension on the check out but when I tried to do this they said no and said that was not true. We were counting on a late check out so that was kind of inconvenient.
  
  Read more
  Read less",2018-08-13,
"Check in took forever, lobby is so dirty, breakfast was okay
  
  Read more
  Read less",2018-08-13,
"The room free space is limited.
  
  Read more
  Read less",2018-08-13,
"Great place and even better staff!
  
  Read more
  Read less",2018-08-13,
"Parking was easy, and the elevators were fast. The room was clean and adjusting the thermostat was very easy. The bed was amazing. Options to eat and drink at the bar downstairs, or get Starbucks. Ice machine in the hallway was convenient.
  
  Read more
  Read less",2018-08-13,
"Took the king suite - great view! Loved the free bottles of water (and the cold lemon water at the entrance to the lobby). Easy registration and comfortable beds. Extremely clean!!
  
  Read more
  Read less",2018-08-13,
"The only problem I had was there wasn�t any wash rags and not enough towels. 
  
  Read more
  Read less",2018-08-13,
"Understaffed, Long line took forever to get checked in, wasn�t well directed to even where our room was and it�s a bunch of different buildings, smelt weird and the bed didn�t even have sheets on them on arrival 
  
  Read more
  Read less",2018-08-13,
"I like that they cleaned our room everyday day. I also liked that it had a refregidare. But being a family oriented hotel it should have a small microwave, in the rooms, because when you have little ones it wasnt a good idea to have to walk to the lobby to heat up some food for them. I dislike that the parking available was very limited when events are held. I believe that you should have an assigned parking with your stay. Also the event that was there was very loud in the pool till about 2 in the morning and they were loud, there should be a limit to that. The action were unfair to young ones around and the pool couldnt be access for 3 days. Also they should have a well established kiddie pool area with sprinklers or something fun because not all kids can enjoy the big pool. Also a long time ago there were floats available and games to play on the premises at the pool. Aside from that the staff and place was nice.
  
  Read more
  Read less",2018-08-13,
"able to sleep good
  
  Read more
  Read less",2018-08-12,
"Family vacation with two younger teens. Hotel looked stylish at the entry. Rooms looked dated. Room smelled smoky with cover of fragrance. Service staff tried to help us find a different room but they were too booked to accommodate our size group. Fitness room was smaller than some and did not have many free weights. Used shuttle service to airport. Very convenient. Staff was very friendly and helpful, property a little dated. We booked based on price. Probably would again.
  
  Read more
  Read less",2018-08-12,
"Good simple
  
  Read more
  Read less",2018-08-12,
"Al good
  
  Read more
  Read less",2018-08-12,
"Plumbing was bad from the start. Got told we need to wait for maintenance when our toiled was overflowing. Not �let�s get you in another room�. Breakfast was a hassle and a joke. Not complimentary by any means. 
  
  Read more
  Read less",2018-08-12,
"Amazing!!! 
  
  Read more
  Read less",2018-08-12,
"La cama esta muy comfortable, llegamos muy cansados y descansamos super bien
 
  
  Read more
  Read less",2018-08-12,
"The hotel was beautiful, but rooms could�ve been more clean. Housekeeping never cleaned the bath tub, changed our sheets one time during a 4 night stay, never refilled our bath linens, and everything was dusty. Headboards had scratches and tears. Only one phone worked. No microwave in room. Glasses for drinks were only changed out once. Carpenters working on upper floors early in the morning due to remodeling. When booking through Expedia, there is no mention of the resort fees and parking fees. Total resort fee was $75 for 4 night stay plus $22.95 per night for parking. There is no other option for parking. My card was charged $375 upon arrival for deposit. 20% was added to room service which is of course pricey. Upon check in we were told our room with one bed was booked, but they had another room with two king size beds. Not a problem, but I want what I paid for. Too many hidden fees for too many issues and the staff really treats it as a minor inconvenience, but for the amount I paid I expect a clean room and better service. The staff members were very kind, but I feel as though they didn�t take our complaints seriously and I felt our complaints were pretty legitimate. Looks can be deceiving.
  
  Read more
  Read less",2018-08-11,
"Tr�s bon rapport qualit�/prix. Personnel sympathique et � l'�coute.
 Salle de bain un peu ""� l'ancienne"", mais chambres tr�s propre.
 Le restaurant diner ouvert en bas de l'h�tel 24h/24h tr�s pratique
  
  Read more
  Read less",2018-08-11,
"Great location and the staff was very helpful. Would stay here again.
  
  Read more
  Read less",2018-08-11,
"There wasn't a continental breakfast. There was only a cafe in the lobby where you could buy food or drinks.
  
  Read more
  Read less",2018-08-11,
"Large resort hotel lots to do hotel employees are helpful by
  
  Read more
  Read less",2018-08-11,
"Arrive really late to hotel but staff welcomed ok. Next morning coach roach greater us- on table . Made morning cup of coffee (coffee maker leaked all over underneath) left my cup beside dead bug for cleaning too see. Returned very late from SeaWorld park to find dead roach still there!!!? Called for water and spoke of dead bug. Poor cleaning has to come to clean it soo late. Breakfast is terrible!!! Dirty place. Recommend you stay somewhere else. We left and stayed at Hilton Garden Inn with SeaWorld view from hotel room. It was cheaper and closer to park. Soooo nice and clean and good breakfast - great staff- just go there! It�s awesome and we didn�t want to leave! 
  
  Read more
  Read less",2018-08-11,
"The overall quality and service of this hotel was appalling. The check in service was good but after that it was downhill. The hotel is old and rundown, and the front desk service was subpar and flat out rude. I am frequently in NYC and every time stay in midtown manhattan, and would never stay again at this hotel!! The hotel gives Wndyham a bad name and I would think twice before using a Wyndham hotel in the future. There are several other hotels I have stayed in the area and all of them are far superior to this place! Do not stay here you will be severely disappointed! Good location however, just very poor all around other than that!!!
  
  Read more
  Read less",2018-08-10,
"Hotel staff are wonderful and helpful.
  
  Read more
  Read less",2018-08-10,
"The hotel was great. Clean and quiet in a great location. 
  
  Read more
  Read less",2018-08-10,
"~ Room has bad smell when we enter from outside
 - One of the bed sheet had like tiny moldy spots -- even it might still have the mold it the sheet - but that kinda Sheet needs to be thrown away from WYNDHAM ... which used to be a Good Brand Hotel.
 ~ The Bulky AC literally just 3 inches away from the Bed ?? -- make is too cold to someone who sleep on the edge next to the AC - and warm to everyone else - as the cool air not spreading becasue of the bed , right in front of it.
 - At night ... AC stop and started quite LOUD ~ Couldn't Sleep.
 - Room 153 -- Needs to be check the AC
 Other than that ... the rest kinda fair - OK - 
  
  Read more
  Read less",2018-08-09,
"Hotel was good, but the location is not the best
  
  Read more
  Read less",2018-08-09,
"Just ok. Small room and very dated.
  
  Read more
  Read less",2018-08-09,
"Stayed here for 3 nights while traveling on business. Hotel is quite old and very busy lobby. Rooms seemed to have been updated within a few years. As with most NY hotels, the rooms are small. Location of this hotel is in a very busy area near Penn Station.
  
  Read more
  Read less",2018-08-09,
"Check in was quick. I booked a room for 3 guests but there were only towels for two people. I asked for an extra towel and the housekeeping refused to give me one. She finally did, after I kept insisting. 
  
  Read more
  Read less",2018-08-09,
"Front desk Kelly was very rude when I spoke to her on the phone around August 7th. 
  
  Read more
  Read less",2018-08-09,
"I was scared after the bad reviews but I had a great stay. The room was very clean, and the staff was really great!
  
  Read more
  Read less",2018-08-08,
"I like that it�s easy to get around to my room. And I think it�s needs an update on paint.
  
  Read more
  Read less",2018-08-08,
"Phones without cords, only one lamp had a bulb in it, torn dirty shower curtain. 
  
  Read more
  Read less",2018-08-08,
"I rarely post reviews but felt it necessary to post about our recent stay. Pictures are deceiving! I expected a clean, spacious room. What we encountered was a musty room with stained bed skirts and stained comforter on one of the beds. The furniture is old and instead of drawers there are cubbies to store your clothes. Although I called for hangers since there were none, they were never delivered so we bought some at the nearby RiteAid. The safe gave us problems and we had to call for service twice (they were prompt in responding for the safe). Although there were four of us, only two towels were provided and after calling three times for additional towels, it took them over a half hour to bring them since ""they were still drying"". After the first day we wanted to check out but thought we were really only there to sleep and even with that thought, I felt even the basic amenities were lacking. Two positives: great water pressure and the beds/pillows were comfy. Staff were friendly but I highly doubt if we will return to this hotel.
  
  Read more
  Read less",2018-08-08,
"I enjoyed my stay very much. Very close to Penn station and to subways to get around. Very nice hotel and comfortable ed! 
  
  Read more
  Read less",2018-08-08,
"Functional hotel with large family rooms. We experienced no noise at night and were in the 12th floor. 
 
 Hotel in close proximity to lots of must see attractions. Staff were helpful & friendly. 
  
  Read more
  Read less",2018-08-08,
"Nice well priced hotel. Centrally located to many places of interrst.
  
  Read more
  Read less",2018-08-08,
"Espetacular hotel e muito bem localizado 
  
  Read more
  Read less",2018-08-08,
"Getting room cleaned within a normal time frame was difficult some days not cleaned until after 6:00pm
  
  Read more
  Read less",2018-08-07,
"Great location, beautiful view, nice roof top bar
  
  Read more
  Read less",2018-08-07,
"Fire alarm went off around 4am so that was a pleaseant suprise. From counter person sent my on a shuttle goose chase to the car rental location when it was only a mile away. Front desk wasn�t much help with anything. They either didn�t know or confused. Good breakfast, though. 
  
  Read more
  Read less",2018-08-07,
"This hotel is amazing always a pleasure 
  
  Read more
  Read less",2018-08-07,
"My stay overall was positive. When I got there was surprised that I had to pay for parking because they have no lot, $25 day is pricey for a stay there, however, the valets were wonderful and there was absolutely no wait time for car. Ultimately it was a benefit instead of an irritant. My room was dirty when I arrived but to be fair to the hotel, they were cleaning when I arrived. I arrived at check-in time so I was surprised the room was dirty. When I called front desk, I got immediate response n room was cleaned. I am a neat/clean freak so I this was the only issue for me. 
  
  Read more
  Read less",2018-08-07,
"Clean, the air vents were regulated well and great customer service
  
  Read more
  Read less",2018-08-07,
"Great hotel
  
  Read more
  Read less",2018-08-07,
"The friendliness of the staff and ease of checking in
  
  Read more
  Read less",2018-08-07,
"Our stay was great. The employees were friendly and helpful. The price was extremely reasonable.The room was clean, as was the rest of the hotel.
  
  Read more
  Read less",2018-08-07,
"We had a great stay at this location. 
  
  Read more
  Read less",2018-08-07,
"This was a very decent hotel that is super close to the airport, with convenient access to all freeways in San Jose. The room is large, and the bed was comfortable. Flat screen HD tv is included. Some very good restaurants are within a two block walk, and the food at the on site restaurant is good!
  
  Read more
  Read less",2018-08-06,
"Good price and great pool. Staff was supper nice and very accommodating.
  
  Read more
  Read less",2018-08-06,
"Great place near airport
  
  Read more
  Read less",2018-08-06,
"I like to thank jacki the front desk she was so precise about her work
  
  Read more
  Read less",2018-08-06,
"Not the best place. On the plus side: it is easy and convenient to find, and next to the Coyote Creek Trail which was nice for running in the morning. On the negative side: the hallway smelled like pot, spots on the carpet, not a comfortable bed. Our room was on the freeway side of the hotel and it was noisy throughout the night. There was a lot of noise from guests in the hallway as well. Breakfast for us was included and it tasted good and had good service. If it is not included in your booking, it would be overpriced.
  
  Read more
  Read less",2018-08-06,
"Nice hotel but is in need some repairs. Nice decor. Friendly staff. 
  
  Read more
  Read less",2018-08-06,
"???? ??? ?? ???? ?? ????
  
  Read more
  Read less",2018-08-06,
"I wasn't thrilled with the $20 per night parking fee and no real other option. Rooms were on the smaller side....a bit cramped. We had an issue with the air conditioning in the room. We were cold when it was on and warm as soon as it clicked off. Beds were comfortable. Shower was good. Sink in bathroom was very low pressure and poor design.
  
  Read more
  Read less",2018-08-06,
"Nice place
  
  Read more
  Read less",2018-08-06,
"This hotel is directly on I drive.However,if you get the right block its like being in Lush Oasis
  
  Read more
  Read less",2018-08-06,
"I have stayed at this resort before and again had an excellent visit. It is beautifully laid out and in a perfect location. Our reservation included the breakfast buffet, which we looked forward to every day. On Friday night, there was a convention going on and I could not find parking anywhere near our room. So, I drove to the entrance and a very helpful and kind attendant led me to a parking area in his golf cart and then drove me back to our building. He remembered me the next morning and knew exactly where my car was. His friendly service is a testament to the way the hotel is run. A big thank you to the Wyndham Resort for our stay - we'll be back.
  
  Read more
  Read less",2018-08-06,
"It was ok. Place was a bit dated. Hot tub jets were not working. But it worked for the price and the free parking.
  
  Read more
  Read less",2018-08-06,
"A/c didn�t work very well, the cleaning ladies came into the room at 9:30 while we were asleep in the bed w/o clothes on
  
  Read more
  Read less",2018-08-06,
"My fianc� and I booked this hotel for our anniversary and for the location. When we arrived we were tacked on an $80 resort fee which was in the tiny tiny small print. Breakfast was $16 per person. We had to park on top of a hill in between trees, due to an anime convention that weekend. Illicit drug use by the pool, and security did nothing. We had blood stained comforter, and house keeping didn�t do anything. At the bar in the lobby, the bartender added another dollar on top of what i tipped because their �policy� adds another dollar for manual tips added to a credit card receipt. Called service and was rudely treated and transferred to a manager on a Sunday. Obviously they aren�t there. Called back and was yelled at and mistreated. The worst experience I�ve ever had. 
  
  Read more
  Read less",2018-08-06,
"We arrived at the Wyndham greeted by the valet asked if we needed help they directed me to the front desk they asked for my name found my reservation gave us our room key. Great room nice and clean very comfortable I will be back here next year
  
  Read more
  Read less",2018-08-05,
"I liked the location close to the airport and free shuttle to San Jose. But the AC didnt cool maybe the lack of freon in the system.
  
  Read more
  Read less",2018-08-05,
"?????????????????????????????????????????
  
  Read more
  Read less",2018-08-05,
"Dylan at the desk, as well as everyone else up there July 11-13th 2018 were amazing! Dylan upgraded our room and got us a birthday cake! We had 2 beds, a sitting area with a couch and ottoman and little table which was awesome to have so much room. They all gave us great recommendations and advise. Customer service was fantastic! The only thing I'd change is the door handle in bathroom was broke and the tiled shower really could use an update or fix grout. 
  
  Read more
  Read less",2018-08-05,
"No free parking, only street parking and hotel considers their own. 
  
  Read more
  Read less",2018-08-05,
"Daughter goes to St Johns University, this hotel was close and convenient. Lots of shopping and eating places in walking distance. 
  
  Read more
  Read less",2018-08-05,
"Great hotel, good location. Definitely would book again. 
  
  Read more
  Read less",2018-08-05,
"This property, on the outskirts of San Jose, is readily accessible to Silicon Valley and beyond by several convenient freeway on-ramps. The staff was extremely kind, patient, and helpful. The televisions in the first two rooms I was assigned did not work. The carpet was badly stained in the third room (249), where I decided nevertheless to remain. The furnishings in all rooms are well past fully-depreciated, a bit banged-up, and oddly mismatched. WiFi was spotty. The pool and spa were welcome but could use a good scrub around the edges. Clientele was varied, from retired people to families to laborers. Quiet neighborhood. The restaurant across the parking lot offered good variety and quality.
  
  Read more
  Read less",2018-08-04,
"The hotel was amazing! Clean and everyone so nice! Breakfast was awesome!
  
  Read more
  Read less",2018-08-04,
"Unfortunately my building was right next to a WaWa so it stayed fairly noisy at night.
  
  Read more
  Read less",2018-08-04,
"Durch unsere sp�te Ankunft in Orlando hatten wir diese Hotel f�r eine Nacht gebucht. 
  
  Read more
  Read less",2018-08-04,
"Everything was great! Great location, comfy beds, great pools, very clean! Highly recommended!
  
  Read more
  Read less",2018-08-03,
"Great place to stay, great service, close to airport and all major attractions. 2nd time visiting and we will go back. Only disappointment was the $22/day hotel parking fee that they conveniently do not mention during check-in. Didn�t see this during booking the trip; had to look through several links after the fact to find. Would of been nice to know before we received over $100 bill under our door on the last day just for parking!
  
  Read more
  Read less",2018-08-03,
"Never found the coffee pot in the lobby with fresh coffee.
  
  Read more
  Read less",2018-08-03,
"Room was terrible had a smell the air conditioner didn�t work sink got plugged up bed was hard everything in the room was out dated not what we expected.
  
  Read more
  Read less",2018-08-03,
"In diesem Hotel finden am WE Hochzeitsfeiern im Saal statt. Die Zimmer direkt dar�ber vibrierten durch den Bass der Musikboxen, so dass an schlafen nicht zu denken war. Trotz Beschwerde an der Rezeption mussten wir trotz M�digkeit bis 23:00 Uhr durchhalten ehe an schlafen zu denken war. Danach war noch bis weit nach Mitternacht lautes Feiern im Gang vor den Hotelzimmern zu h�ren. Wenigstens bekamen wir am n�chsten Tag beim Checkout noch einen Preisnachlass vom Hotel. Trotzdem w�rden wir hier nicht mehr �bernachten.
  
  Read more
  Read less",2018-08-03,
"Always great, except for the pot smell on the second floor, discusting!!!
  
  Read more
  Read less",2018-08-03,
"Affordable and free parking. Would have hoped for an offered breakfast.
  
  Read more
  Read less",2018-08-03,
"The room felt damp a drery
  
  Read more
  Read less",2018-08-03,
"prima hotel voor een vakantie in de Disneyregio. Goede bedden, mooie zwembaden
  
  Read more
  Read less",2018-08-02,
"The HVAC unit was extremely loud to where I had trouble sleeping it also would not get the room any lower than 70, and when I mentioned it to the night front desk clerk all he could do was laugh. I said to him you laugh but you aren't the one in there trying to sleep. I will never stay at that property again.
  
  Read more
  Read less",2018-08-02,
"Room was clean but smelled and needed to be aired out. I was too tired to ask for a different room.
  
  Read more
  Read less",2018-08-02,
"Pros: super comfy beds and pillows. Oscar at the front counter was very helpful and welcoming upon arrival. They were accommodating for an early arrival and a late check in. Cons: the cleanliness was not the best, particularly in the room. There was a cockroach in the pool (they might be normal to some people but not me!!!)
  
  Read more
  Read less",2018-08-02,
"Room smelled like mildew, loud hallways, parking was terrible. 
  
  Read more
  Read less",2018-08-02,
Staff extremely friendly and helpful and must give a special mention about Charmine who we dealt with on check-in. She ensured we had a fantastic stay. Loved the location as extremely central. The Tick Toc diner served us well during our stay particularly as we had one of our�,2018-12-01,
"We stay at The New Yorker Hotel every year on the night before Thanksgiving (we're in the Macy's Thanksgiving Day Parade). The location is perfect for our needs, and it's a terrific value for the three of us. This year we stayed in the Nikola Tesla room, just for fun. �",2018-12-01,
"For the 2nd year in a row, my client has booked us into this spectacular vintage property! Completed in 1929, the Art Deco feel is there throughout the hotel. Comfortable cozy rooms with super-strong hot water pressure and easy to use heating/AC. I wanted to extend my stay�",2018-12-01,
"The staff was friendly, the rooms were clean and spacious, and everything we needed was with a short walk. The view from our room was amazing and the breakfast in the morning was great. You can�t go wrong with the New Yorker. I will definitely stay again.",2018-12-01,
"GREAT! My chicken was fast and efficient. The check in staff and concierge were outstanding, great service. My room is a little small, but I�m 6�4� so most rooms are small. The bed was very comfortable. I have a slight problem with my television which was quickly repaired.",2018-11-01,
I traveled to NYC with my family during Thanksgiving to see the Macy's parade and visit some of the sights. I was very happy with the New Yorker. The staff was very courteous and accommodating during a very busy time. We had a corner view room on an upper story and the Empire�,2018-12-01,
I was so happy with our stay at The New Yorker. You can�t beat the location. The staff was amazing and having the 3 dining options in the hotel is great. The diner offers just about anything you�re in the mood for. The subway is located just outside of the hotel and Madison�,2018-12-01,
Upon check in we were met with pretty unhappy staff. Nobody seemed very happy. There was no offer of assistance to get the luggage to the room. The door man who you would think would help you get a cab was not very helpful either. Every time in was faster to request another�,2018-12-01,
"The hotel is clean, the staff is great, the price is reasonable (for Manattan) and the amenities are complete. I use the subway as much as possible when in Manhattan and the New Yorker is within a few yards of 3 subway lines and within a five or six minute walk of 11 more. �",2018-12-01,
"Each year, when we go to see the Macy�s Thanksgiving Day parade in the Hersld Square area, we stay at tha Wyndham New Yorker. Perfect location, excellent security and hotel services and most appreciated�indoor access to the Tick Tock Diner, a place that offers quality meals,�",2018-12-01,
"We spent a week here, celebrating my wife's birthday in NYC and this hotel was an excellent choice. Perfectly located to arrive from JFK Airport and to do our daily tips, Penn station and the subway is at the corner. Madison Square Garden is next door, came very handy when we�",2018-12-01,
Booked a last minute trip to NY with my daughter in law and 3 month granddaughter. We actually struggled to find many hotels that would accommodate 2 adults and a baby as we wanted 2 beds and a crib. Booked a Deluxe double (824) at the New Yorker and couldn�t have been happier. �,2018-12-01,
I only live an hour from the city but I have never stayed overnight until recently at this hotel. All I have to say is that I couldn�t have asked for a better first experience! I was staying over in the city for a very special occasion and this hotel made it even better! I got�,2018-12-01,
"Me and my friend stayed stayed here on our first trip to New York, it seems to be the most popular in the travel agents & New York forums amongst many different travellers! We got the train and off at pennyslvania station it�s right across the road so easy access and a short�",2018-12-01,
"I was not a guest of the New Yorker Wyndam Hotel; however, I was so disappointed by the hotel staff that I will never stay there. My husband was staying there on business, which happened to overlap with his birthday. In the 18 years, we have been together, we have never been�",2018-12-01,
We had two rooms on the 27th floor of the New Yorker. The plus point were the views directly of the Empire State Building and the friendly staff in the hotel (especially the cheery guy who serves the coffees and teas in the foyer) The shower was a bit weird it was either very�,2018-12-01,
"Stayed in the new Yorker hotel for 4 nights on our first night stayed in a room on floor 22 the room was very tired and dated needed a lick of paint but on our second night we were moved to the 31st floor which had been refurbished and was lovely very clean , towels and soap and�",2018-12-01,
"Really good stay here, reception is beautiful n staff really helpful, in the morning there is a small coffee bar open serving drinks and pastries. Lifts are a bit of a pain stopping at every floor when you are on the 27th or 40th floor. Rooms are very clean but do need�",2018-12-01,
"Great location close to Empire State Building, Macys and walking distance to Times Square. Tic Tock diner attached to the hotel good food and quite reasonable. Rooms in hotel are small but adequate for 2. Security is good in the hotel. The staff on reception are unfriendly we�",2018-12-01,
Great location! We traveled into NYC by train and it is only a half block from Penn Station. They upgraded us to a corner suite with an incredible view so we were blown away by their service. We will be back!,2018-12-01,
"This hotel has been around a long time and despite renovations is weary. The decor in the room was dull and beige. My room did not have a good view and was dreary and dismal, not much light was let in from the window. While the bedding was new and updated, the furniture�",2018-12-01,
"Stayed for two nights on a brief trip to NY. The location is great, right by Penn Station and loads of shops nearby. We arrived much earlier than expected and were pre checked in and were able to leave our bags whilst we went sight seeing. The room was good, although pretty�",2018-12-01,
"Spent 4 nights at the New Yorker and we opted for a Double Metro Room with a View, great view of the Empire State Building! Only downside to this was it was a little noisy with the traffic and the sirens, but I expected it in New York. Rooms were clean and the Double Metro�",2018-12-01,
"Just reopened does pub food, not a massive menu but what it does do it does very well.Love the place. Good beer and wine also.you can take dogs into the bar where there are doggie treats for them. Service is excellent and everyone is very friendly,",2018-12-01,
"This is the third year we have stayed at the New Yorker and I wouldn�t stay anywhere else when visiting NYC. The views are breathtaking, the rooms are clean and spacious, the staff is friendly and professional. I always recommend this hotel for travelers!",2018-12-01,
What a great palace woww... Is was a veerry vwerry nice oplace to vit with the friends and family . Soooo great palace to visit. Soo leaceful nd enjoyfeul expirience it was . I just cant explain that amaging tour woowww sooo great. Soooo sooo goood tourrr,2018-12-01,
"great location , easy check in & good service. Hotel is very accessible to all new york attractions , wyndham membership makes it easy to book & use points to book stay very quickly. Historical hotel near metro & bus terminals for other cities.",2018-12-01,
"great location and friendly hotel. The building retains the character of when it was built and some of the rooms are a little small, but comfortable and provide a safe base for what just needs to be a place to eat, drink and rest. Across the road is The Madison Square Garden,�",2018-12-01,
"Lynda was amazing at check in, we loved the Tick Tock dinner, the trattoria next door and the restaurant below. Everything was amazing including the location. I love the 20s and this was all of the charm but service of a chain hotel that you trust. The maid service was so�",2018-12-01,
"A disappointing stay. The rooms are small, very dated, dark, no amenities. The hotel is busy and crowded with waits for reception and even bag check. The location is not great - busy and noisy part of town, limited good restaurants near by, far from good places to visit like�",2018-12-01,
"We paid extra for City View and got a corner room with a view, but the size of a walk-in closet. Comfortable bed, clean linens, but old faucets made it hard to regulate heat in shower, either scalding or cold. Adequate closet space, but one torn chair, so heavy and cumbersome it�",2018-12-01,
"This is my go-to hotel in the City. You can't get better value for money in Midtown Manhattan than at the New Yorker, in my opinion, and I've always felt welcomed and right at home. Staff are all professional and kind; the establishment has an environmentally-friendly approach,�",2018-12-01,
"Great hotel, requested a high floor with view, was not disappointed! Could not do early check in because they had been sold out the night before. Based on traveling during Christmas season we were not very surprised that they couldn�t take us early. Left our bags with bell�",2018-12-01,
Friendly convenient and very clean and comfortable. Great location. Easy access to train station and theater district. A lot of great attractions and restaurants nearby. Nice in hotel restaurant and bar.,2018-12-01,
"It is the second time we stay at the Wyndham NewYorker at we had the best holiday ever. Everything worked, from the tours, the food and THE HOTEL. This time we got a room away from the street and we slept like babies. A Perfect week.",2018-12-01,
Firstly the positives - the Wyndham New Yorker has a lot of history (there's a small free museum downstairs!) and you can't really beat the location. Literally a stone's throw from Madison Square Garden and 10-15 mins from Empire State Building and Times Square. There are 2 or 3�,2018-12-01,
"Friendly staff and lovely hotel in the heart of of the city, close to all shops and the empire state building also time square was a 10 min walk away. Would say the only down side was there was no drinks facilities in the room but seeing as there are shops everywhere around this�",2018-12-01,
"Beautifully decorated for the holidays, this historic Art Deco hotel with modern conveniences less than two blocks from Penn Station and Macy�s has larger than normal NYC rooms with very comfortable beds, exceptional staff service, a 24 hour retro diner and excellent Italian�",2018-12-01,
"Stayed for 3 nights last week. First off the good points. Hotel central and within walking distance of Penn Station, Macy's, Empire State Building, Times Square and a decent walk to Central Park. Bad Points. On checking in we where given the key cards to a room on the 28th floor�",2018-12-01,
The New Yorker is in a prime location. We went to NYC to see Billy Joel at Madison Square Garden. The hotel is across the street. It is also steps from Penn Station. The hotel is a historical building and they do a great job highlighting it's history to include an exhibit on the�,2018-12-01,
"The New Yorker is well located and that's why I loved to stay here, and I love Korean food around this hotel there is tons o Koreans restaurants so perfect. The rooms are big enough, and clean, the only downside was when I came off the lifts the floor carpets needed an upgrade,�",2018-12-01,
"This is an amazing historic property. We ended up in the Tesla room, where Nikola Tesla lived and died. I was so honored to be randomly assigned this room. Everything was wonderful expect the water temperature. The shower went from pleasant to scalding and then to freezing. We�",2018-12-01,
"Room was small but very efficient for the two of us. Only problem we had, which is usually not a complaint, is getting cold water!!! Location was great - close proximity to Times Square, Subway, and much more. The Tick Tock Diner connected to the hotel is reasonably priced and�",2018-12-01,
"My family and I had an amazing stay from 12/19-21. Our room was extremely spacious with 2 beds, 2 closets and a separate sitting area with 2 chairs and a small table. The property was very well maintained and the staff were all wonderful. The location was perfect for sight�",2018-12-01,
"Second time staying here, and I'd have to say I'd be hard pressed to find a better place to stay when visiting NYC. If you're in town to see a show at the Garden, relax. It'll take you all of 45 seconds to walk to the front doors. Since most shows don't start exactly at the�",2018-12-01,
"Excellent location, friendly staff, fast check-in check-out. Spacious double room in 8th floor. Stylish lobby. Walking distance to times square. Many restaurant and coffeeshop around. 24h grocery store in front of the hotel. Parking is 40USD and 45USD for SUV (for hotel guests)�",2018-12-01,
"Large, busy centrally located hotel. Awesome facilities (gym) and tick tick diner nice for breakfast. Rooms and bathroom are neat and tidy although quite small. Lovely view of the EPS and surrounding buildings. Only reason why I didn�t give 5 stars is the hotel was extremely�",2018-12-01,
"Easy, friendly check-in. Suite room was a great size for New York. The view from the 40th floor is amazing. We has a clear shot of the Empire State and MSG. Closets were spacious, and the mini Keurig was amazing. Also loved the stocked mini-fridge (water, coke, and diet coke) It�",2018-12-01,
"Ideal hotel to stay . 5 mins from Time Square & on the junction of 34 st & 8th Ave. rooms clean & tidy , but a bit of modernisation wouldn�t go amiss. Plenty of restaurants & bars close by. Italian restaurant connected to hotel is top quality & reasonably priced. Would stay�",2018-12-01,
"Had an excellent stay at The New Yorker Hotel, rooms very comfortable with good amenities, staff very helpful & polite, excellent diner one side of the hotel, also a very good Italian restaurant on the other side. Hotel very well located for getting around New York, most�",2018-12-01,
The title of my review really says most of what I wanted to express. The New Yorker is an Iconic Manhattan hotel; I would be disappointed at having to stay anywhere else (except maybe the Waldorf Astoria). The thing that makes this hotel so appealing is it's history and�,2019-01-01,
"I had read reviews of this hotel before I went but I cannot fault my stay. Got a Queen room with no view. The room was very clean, although not the upgraded ones everything worked and was fine for our stay. We were there for a week and it was a great location, just over the�",2019-01-01,
"The NewYorker is situated beside Madison Square gardens a stones throw from Times Square. We were warned before we went that nyc hotel rooms are small and yes they are but as you are just sleeping there it really wasnt an issue. The check in process was seamless, great security,�",2019-01-01,
"Really nice stay in NYC. Hotel was great. Location is excellent. Penn Station across the street we used to go to Newark for a hockey game. Plenty to do close by like Empire state building, Macy's, Highline etc. Short walk to Times Square. Ate twice at tick tock dinner located�",2019-01-01,
Our rooms were great And large for New York. The service was excellent. The subway was right across the street and cabs were always available. I would highly recommend choosing this hotel. I will stay on again on our next trip to New York.,2019-01-01,
