Review,Sentiment,Confidence Score,Emotion1,Emotion_conf1,Emotion2,Emotion_conf2,date,Location
"I had a good experience at the hotel and we�ll be staying here an the future.
 
 Thank you
  
  Read more
  Read less",NEGATIVE,0.699625909,satisfied,0.716578126,happy,0.159485176,18-10-2018,Philadelphia
"In and out parking privileges. Close to the John Wayne airport with complimentary shuttle pick up. Daily happy hour. Excellent welcome and hospitality by hotel staff.
  
  Read more
  Read less",POSITIVE,0.999669075,upset,0.362145007,happy,0.358651131,18-10-2018,Irvine
"It is old, broken place and stink. The location is good but it is not worthy what they charge
  
  Read more
  Read less",NEGATIVE,0.999147654,upset,0.895706356,anger,0.091640972,17-10-2018,Va
"We had a very late check in because our flight. Our room was upgraded to a junior suite. The room
 Was spacious and clean. However, you can tell it�s an old building. The walls were thin and can easily here noise on the same floor.
  
  Read more
  Read less",NEGATIVE,0.992152631,upset,0.688272059,anger,0.154392213,17-10-2018,Springfield NJ
"Das Hotel liegt zentral in Manhattan, dem Teil von New York City, der einem die tollsten Sehensw�rdigkeiten bietet. Man kann zu Fu� einige Gesch�fte, z.B. einen Drogeriemarkt, und verschiedene Sehensw�rdigkeiten erreichen. Aber auch eine Metro-Station ist ganz in der N�he, so dass man schnell die s�dlichen und n�rdlichen Gebiete Manhattans erreichen kann.
  
  Read more
  Read less",NEGATIVE,0.997093976,upset,0.418137372,anger,0.365081966,17-10-2018,Frankfurt-Rottweil
"It didn�t have an airport shuttle, but everything else was ok, Staff was helpful, breakfast was pretty good.
  
  Read more
  Read less",POSITIVE,0.999533117,upset,0.440955222,satisfied,0.293624908,17-10-2018,"Stl, mo"
"The hotel wasn�t clean but staff were very nice. Just an old and rundown hotel that could use a remodel
  
  Read more
  Read less",POSITIVE,0.95791465,upset,0.746483266,anger,0.198540494,16-10-2018,California
"Definitely recommend 10/10 location too was perfect staff everything was just beautiful and the view from my room was nice
  
  Read more
  Read less",POSITIVE,0.997487009,satisfied,0.4469136,upset,0.230081439,16-10-2018,New York
"Great place. Always clean and quite. The only problem is the public Men's restroom. The soap dispensers do not work and it is hard to get towels as well. And there is a light that flickers and has for a yr.
  
  Read more
  Read less",NEGATIVE,0.984956443,upset,0.839112937,anger,0.071369067,16-10-2018,Arizona
"Very rude at reception having hard time with them and the room was nasty pinch of hair over the sink I called them try to switch the room they refused I don�t recommend to anyone if you stays at motel better than this hotel
  
  Read more
  Read less",NEGATIVE,0.999175012,upset,0.844214499,anger,0.146951035,16-10-2018,Irvine
"The pillows and bed are the best thing! Super recomended close to everything here in Orlando. Take in concideration that they will charge $25 USD per night for services (I didn�t know) 
  
  Read more
  Read less",POSITIVE,0.975398481,satisfied,0.440316498,upset,0.344686985,16-10-2018,mexico
"This location cancelled my reservation the day of my reservation. When i originally reserved this room i was informed that i wouldnt be charged for the room until i checked in. This location tried charging my room prior to me checking in. I was paying with a different card when arriving. When we arrived we were informed that our reservation was cancelled at 2pm and the hotel was booked. Which tells me they cancelled my reservation in order to charge someone else a higher rate then what i reserved it for 1 month prior to this date. Expedia was great with helping us find a nice hotel in the same area for the same price.
  
  Read more
  Read less",NEGATIVE,0.99893111,upset,0.81180203,anger,0.136587217,15-10-2018,Sacramento
"The rooms are accessed outdoors by balconies. The noise level from nearby aircraft can make it difficult for a peaceful nights sleep.
  
  Read more
  Read less",NEGATIVE,0.991041899,upset,0.841662586,anger,0.091995679,15-10-2018,"Los Angeles, ca"
"rude employee at front desk check in ... He told me to go find security instead of him calling security for me
  
  Read more
  Read less",NEGATIVE,0.999690831,upset,0.909450471,anger,0.083444752,15-10-2018,bend
"Hotel antiguo, habitaciones pequenas y ba�o incomodo, personal muy agradable
  
  Read more
  Read less",NEGATIVE,0.996632218,happy,0.533089101,upset,0.300620109,15-10-2018,Santo Domingo
"Great location. Easy check in process and we were sble to check in early. Loved the diner.
  
  Read more
  Read less",POSITIVE,0.997876823,upset,0.503967226,satisfied,0.229847357,15-10-2018,New york
"Staff made the hotel great, friendly and welcoming from the moment we stepped in. Room was renovated and clean, the room entry had been missed by vacuum, but everything else great. Only complaint we had was lack of dining options in area. We arrived late and didn't want to drive far. The local pub Summit had terrible service, our server had words with the head server and left and didn't come back. Food was good though.
  
  Read more
  Read less",POSITIVE,0.761845827,upset,0.53714329,anger,0.244706064,15-10-2018,British Columbia
"Front desk ppl are terrible and lot of wait time just to give keys for confirmed prepaid booking
  
  Read more
  Read less",NEGATIVE,0.999561965,upset,0.878618836,anger,0.107041568,15-10-2018,Fl
"Good hotel. Comfortable rooms but room service not quite good and housekeeping took all day to clean up the room. Front desk never picks up the phone.
  
  Read more
  Read less",NEGATIVE,0.9976542,upset,0.712374032,anger,0.117069729,15-10-2018,Miami
"Very clean, and great rooms. Close to a lot of things & the parks. Did have a problem with check-in which made us late for our event. Wasn't too happy with that. Check-in was at 4, and our room wasn't ready till 6.....
  
  Read more
  Read less",NEGATIVE,0.995871544,upset,0.81122148,anger,0.121096246,15-10-2018,"orlando, fl"
"Good location. Free park shuttles to Disney park. Wish they ran more frequently but we found ways to get around
  
  Read more
  Read less",NEGATIVE,0.982116163,upset,0.569097936,anger,0.236193135,14-10-2018,California
"Just passing through, pleasant helpful staff. Room was updated. Appreciated due to airport shuttle ride
  
  Read more
  Read less",POSITIVE,0.745987773,upset,0.431845158,happy,0.216667444,14-10-2018,Colorado
"I asked 5xs from 12p to 10p for room service. I had to make my own bed after retrieving clean linen from the maid cart in the hallway. I had to also ask for towels at the front desk. Maid service unacceptable!!
  
  Read more
  Read less",NEGATIVE,0.999730229,upset,0.817082286,anger,0.169808209,14-10-2018,California
"Room took forever to be ready. When we finally checked in it was dirty and the bathroom was super small very hot inside. Really this is not a 4 stars hotel maybe 2.
  
  Read more
  Read less",NEGATIVE,0.998405039,upset,0.767991543,anger,0.163627699,14-10-2018,"Miami, fl"
"The room was too small. The breakfast was not included. The shuttle to/from airport was good.
  
  Read more
  Read less",NEGATIVE,0.957165599,upset,0.781059563,anger,0.136359125,13-10-2018,San Jose airport
"We loved the location. Directly in the heart of Chinatown and just steps away from Little Italy. The room was modern and clean and as big as we�ve seen in Manhattan. The staff were a bit underwhelming, but because we didn�t need much assistance, it didn�t affect our experience. Great stay!
  
  Read more
  Read less",POSITIVE,0.982337475,satisfied,0.42693314,upset,0.304886311,13-10-2018,"Amherst, NS"
"room was very far from the elevator and we both have a hoard time walking.
  
  Read more
  Read less",NEGATIVE,0.997640252,upset,0.815900266,anger,0.095921226,13-10-2018,McHenry IL
"Nettes a Hotel mit allem Komfort. Gutes Fitness-Studio. Die Resortgebuehr von �22 pro Tag ist allerdings viel you hoch!
  
  Read more
  Read less",NEGATIVE,0.996152937,upset,0.385456502,satisfied,0.30344674,13-10-2018,"Frankfurt, Germany"
"Very nice, first class, relaxed, family-oriented resort. Guest services and demeanor of staff is impeccable.
  
  Read more
  Read less",POSITIVE,0.999554932,upset,0.387586474,satisfied,0.345743299,12-10-2018,Philadelphia PA
"i liked the history of the place and the old solid decor of the building.
  
  Read more
  Read less",NEGATIVE,0.548506618,upset,0.644926012,satisfied,0.186568558,12-10-2018,warwick ny
"second stay at the New Yorker; love the convenience and location for our purposes.
  
  Read more
  Read less",POSITIVE,0.943087578,upset,0.33618629,happy,0.331421614,12-10-2018,"Eagle, Idaho"
"Great hotel in convenient location. Awesome, friendly staff. Great facilities. Had a really great time.
  
  Read more
  Read less",POSITIVE,0.999633193,upset,0.428841799,satisfied,0.258873522,12-10-2018,Md
"Nice hotel,room a bit small and not a lot of storage for four peoples clothing. Cleanliness was very good, clean towels every day if required ,Tick tock diner serves a nice breakfast ??
  
  Read more
  Read less",NEGATIVE,0.97446233,upset,0.489448339,satisfied,0.194638669,12-10-2018,"Angus,Scotland"
"Central location in New York, between two big railway stations, and in a very animated zone, this hotel could benefit more from a friendlier staff. Checking in and checking out too about 30 minutes each, not only because of too people at the desk (checking out) but also because of some interminable issues with the computer system (checking in). Otherwise, if you are OK with the (almost) permanent noise of syrens from police and fire trucks, and the crowd typical to this zone of New York, you would enjoy being close to almost everything in a veru circulated spot of the megacity. Our room was small and beds short, but this is perhaps we had a toom with a view (to Empire State Building). The other 2-bed room near ours, with no view, was apparently larger and more confortable. All together, this old (~ 90 years) and respectable hotel is what it is because of location. A nice surprise was the nearby Trattoria, a clean, quiet Italian cafe with direct access from the hotel.
  
  Read more
  Read less",NEGATIVE,0.958356559,upset,0.659559011,anger,0.171825394,12-10-2018,Tennessee
"Nice top room with an exeptional bathroom, the staff was extremely helpful. I would stay there a lot...
  
  Read more
  Read less",POSITIVE,0.992588699,upset,0.457393318,satisfied,0.24730511,12-10-2018,Tustin
"Perfect location, walkable and clean renovated room
  
  Read more
  Read less",POSITIVE,0.589203477,satisfied,0.662023067,happy,0.232810542,11-10-2018,Tbilisi
"Great location. Beds uncomfortable and very small bathrooms. Additional resort fees not justified. Comparable hotels in vicinity
  
  Read more
  Read less",NEGATIVE,0.997208238,upset,0.718529761,anger,0.209250316,11-10-2018,Hawaii
"The location is top with the metro at the corner and multiple food options around.
 Meanwhile the hotel start to be old and may need to refresh
  
  Read more
  Read less",NEGATIVE,0.999305546,upset,0.696380496,anger,0.16003266,11-10-2018,Geneve
"Great location and accommodation. Not sure why there is a minimum of 50 characters.
  
  Read more
  Read less",NEGATIVE,0.983185947,upset,0.508784771,happy,0.212784827,11-10-2018,Philadelphia
"Great location, easy access to everything, it has it's own restaurant which is good value, but also has plenty of nearby diners and bars.
  
  Read more
  Read less",POSITIVE,0.9900769,upset,0.423828661,satisfied,0.278363168,11-10-2018,New York
"It took an hour to check in with only two people in front of us. They charged us $25 a day to have our car in the hotel lot! The room had no toilet paper...toilet paper! The morning we left they we're about to put a boot on our car because we hadn't paid for the parking yet....before we checked out.
  
  Read more
  Read less",NEGATIVE,0.999232352,upset,0.797160625,anger,0.171892315,11-10-2018,CT.
"I enjoyed serveral pools and hospitality and amenities but Bar closes way too early on weekends
  
  Read more
  Read less",NEGATIVE,0.99462235,upset,0.786719322,anger,0.1531616,10-10-2018,NYC
"Das Hotel ist mehr als mittendrin anstatt nur dabei! :-) Super Standort, um die Stadt zu erkunden!
 Ein Kritikpunkt: Das Wlan im Zimmer funktionierte leider nicht... :-(
  
  Read more
  Read less",NEGATIVE,0.997809947,upset,0.93987906,anger,0.040241897,10-10-2018,Frankfurt am Main
"At check in, sent us to a room that was already occupied, twice. Rooms are dingy and hallway is very loud.
  
  Read more
  Read less",NEGATIVE,0.991604865,upset,0.879084527,anger,0.083730944,10-10-2018,NY
"Loved the location near Subway & 8th which we walked to go pretty much any where. Bring a sound machine or download a white noise on your app becausse the exterior of hotel is loud at night. Our shower floors in both bathrooms (we had a family room which has 2) were gross. They definitely need a good bleaching and scrubbing. The cleaning staff did not refresh shampoos or toilet paper or coffee daily so definitely a complaint there. Overall, the value is there and the hotel is good for the value. We would
 Primarily stay here Again for the availability of the family room & the hotel�s location.
  
  Read more
  Read less",NEGATIVE,0.961182475,upset,0.538639188,happy,0.202187538,10-10-2018,"Mansfield, Texas"
"Nice hotel..comfortable room..hallway and room smelled of smoke that was annoying.. we did complain but it still smelled later in the evening when we got back from our evening out 
 We got back late and the lobby was in pandemonium.. night manager overwhelmed..took 25 min to valet the car. He did keep his cool under duress though..hotel understaffed
  
  Read more
  Read less",NEGATIVE,0.984006166,upset,0.745201945,anger,0.185947329,10-10-2018,St louis
"Alarm went off at 6:00 AM but I did not set it, after a late night in NYC. I got 3 hours sleep after paying gor a quiet room.
  
  Read more
  Read less",NEGATIVE,0.998872817,upset,0.672445118,anger,0.214093536,10-10-2018,NY
"The rooms are so small that the walking inside them is very ackward. The walls are so thin that you can hear the conversations from the other rooms. But the worst thing was the indefference and the unfriendly attitude of the Front Desk and Housekeeping staff when I asked them for a missing bag of snacks (worth $ 25.00) that -I am assuming- the cleaning lady took it by mistake. They never apologized for that . To be honest, I don't care about the snacks, I care more about the good service and positive attitude. The Front Desk employees were acting like they were doing a favor to the guests, when is the other way around. They only said ""We are going to find out what happened, we will call you soon"". I am still waiting... at least for an apology. Do not go to this hotel, Central Park will be a better place to sleep.
  
  Read more
  Read less",NEGATIVE,0.998677254,upset,0.666992247,anger,0.247257113,10-10-2018,Chicago
"The hotel has new sheets and towels. The bathroom is updated. I looked behind the bed for a plug and it was so dirty back there. The walls are dirty as well. At check in the counter had hand and finger prints all over it. It looked as it was never cleaned. I called about the airport shuttle and the women was rude. The website said we needed to call in advance for the shuttle. She told me that I needed to check in 1st. Not pleasant at all. The shuttle drivers were prompt and very nice. Bartender very nice. Food so-so. I had a salad with Chicken that was so salty I had to send it back. It really is just a Motel to stay over to catch your plane. Would not go back.
  
  Read more
  Read less",NEGATIVE,0.995008469,upset,0.652491987,anger,0.169836789,09-10-2018,New Jersey
"The area seems a bit sketch but hey, the property is fenced in so.... Our room was not cleaned well. My son found a bottle under his bed. The walls had stains on them and one of the beds box springs were broken. We would not stay here again.
  
  Read more
  Read less",NEGATIVE,0.999583066,upset,0.855747521,anger,0.103916615,09-10-2018,"San Jose, Ca"
"The room is perfect. It is only three blocks from where our son lives.
  
  Read more
  Read less",POSITIVE,0.999001503,satisfied,0.849100709,happy,0.085276462,09-10-2018,NYC Chinatown
"Location is great on 34th a few blocks from Empire State and across from Madison Square Garden. 
 However rooms and corridors desperately need to be updated. They are clean, but bathroom suites are old and carpets are worn. Stains on carpets and bed frames. 
  
  Read more
  Read less",NEGATIVE,0.998438537,upset,0.849900663,anger,0.094804086,09-10-2018,London
"Our check-in was a bit stressful, but the clerk that helped us, Adriano, was extremely accomodating. Excellent and friendly service all throughout the stay.
  
  Read more
  Read less",POSITIVE,0.999157786,upset,0.621603906,satisfied,0.20591031,09-10-2018,San Jose
"The rooms were really small & barely enough room to walk between the bed and the desk in the room. Bathroom was rather small as well and door could barely close
  
  Read more
  Read less",NEGATIVE,0.998604059,upset,0.833998263,anger,0.118164621,09-10-2018,Virginia
"First they tried charging me 20 dollars every time I came in the property to park since I was there for two nights. Even when I�m a rewards member there and where the ac unit was you can see fiber glass installation sitcking out. Just wasn�t satisfied. Been here atleast 6 times before this and never had a complaint
  
  Read more
  Read less",NEGATIVE,0.997547746,upset,0.772952735,anger,0.198593006,09-10-2018,Irvine
"The pictures online are deceiving. The room gave me the creeps, there was long strands of hair randomly over the room. Underneath my covers was more hair. That shower looked like it wasnt cleanned. The phone in my room did not work, the tv cable i couldnt figure out, but was able to watch on demand which was the only good thing. Overall i will spend the extra 100$ for a room and stay at one of the park hotels next time
  
  Read more
  Read less",NEGATIVE,0.996497989,upset,0.722300887,anger,0.233200282,09-10-2018,Fl
"Great location friendly staff. We got in early and wanted to go to the theme park they checked us in right away.
  
  Read more
  Read less",POSITIVE,0.980235457,upset,0.521817923,satisfied,0.215669587,08-10-2018,Madison Wisconsin
"No elevators, but the room was really clean, showers are tubs, and there are washers and dryers....
  
  Read more
  Read less",NEGATIVE,0.991379261,upset,0.574867129,satisfied,0.212319151,08-10-2018,Memphis
"Amazing view and room. Very clean and great decor.
  
  Read more
  Read less",POSITIVE,0.999821842,upset,0.443753302,happy,0.300482512,07-10-2018,"New York, New York"
"Older bathroom could use some scrubbing on the walls and inside of the doors. 
 
 Marijuana smell in the second floor hallway - icky.
  
  Read more
  Read less",NEGATIVE,0.999550104,upset,0.92008239,anger,0.05844396,07-10-2018,California
"We loved the art decor in the lobby of the hotel. Great history behind this hotel. We liked having the Diner opened 24/7 very convenient. Having Penn Station across the street was the best. Amtrak and most subways trains come thru here.
  
  Read more
  Read less",POSITIVE,0.995956004,upset,0.422715604,satisfied,0.232885659,06-10-2018,"Oxnard, CA"
"Great location and staff are friendly. Beds are comfy and room was available before 3pm
  
  Read more
  Read less",POSITIVE,0.992613316,satisfied,0.407060534,happy,0.259718388,06-10-2018,Sacramento
"I always chose the Wyndham when I have to stay over night in San Jose and never eas didappointed
  
  Read more
  Read less",NEGATIVE,0.953088701,upset,0.751471043,anger,0.151456296,05-10-2018,San Jose
"Nice hotel overall and enjoyed our stay. Close to the subways which is a plus. Rooms were big for NY. Good location! Would stay again.
  
  Read more
  Read less",POSITIVE,0.999629617,satisfied,0.372782916,upset,0.276644379,05-10-2018,"Los Angeles, CA"
"Nice hotel, close to a lot of attractions.
 We had some sort of fire on our floor, but no staff came to check if we were ok. Floor filled with smoke, we called to office and they said they would look into it. Never got back to us. It was a terrible smell, hurt our eyes and hard to breathe. Luckily, not a lot made it into our room, and we are safe.
 Other issue was bathroom door would not close, switch plates were broken and beds were uncomfortable.
  
  Read more
  Read less",NEGATIVE,0.996558607,upset,0.801297963,anger,0.111666858,05-10-2018,NYC
"An excellent hotel! Clean and modern, great lobby amenities including a very high-quality coffee bar, and the most friendly, upbeat, smiling staff. Every member of staff I encountered was extremely pleasant and charming. A very nice hotel for business travel.
  
  Read more
  Read less",POSITIVE,0.999851406,happy,0.416444451,satisfied,0.384141922,04-10-2018,Seattle
"Great location. 2 bed/ w bath in room nice surprise. Approached information desk 3 times but were unhelpful each time. Housekeeping staff were thorough for most part except for once when we were left without glasses or coffee. On the expensive end but you are paying for location.
  
  Read more
  Read less",NEGATIVE,0.953609347,upset,0.495197237,anger,0.207193077,04-10-2018,Alberta
"The New Yorker hotel is well positioned for subway and rail stations and for walking to tourist sites in mid Manhattan. The bedroom we were given for the first night was clean but much smaller than we expected, however the person on reception offered to move us into a slightly larger room for our second night�s stay. Staying at hotel feels a like special experience. 
  
  Read more
  Read less",NEGATIVE,0.589395821,upset,0.569888175,satisfied,0.218197569,04-10-2018,"Wokingham, England"
"It was very convenient to travel to NY NY hospital!
 Wishes the bathroom had more lights
  
  Read more
  Read less",NEGATIVE,0.999525011,upset,0.864921868,anger,0.09503936,04-10-2018,Fl
"Nice, clean hotel. Walking distance to Disneyland. Staff was friendly. What more could you ask for?
  
  Read more
  Read less",POSITIVE,0.986583114,satisfied,0.477635562,upset,0.256303847,04-10-2018,"Seattle, WA"
"Room was comfortable, albeit a little pricey. No breakfast offered as part of stay. Easy access to and from airport.
  
  Read more
  Read less",NEGATIVE,0.949971735,upset,0.590776801,anger,0.200853854,03-10-2018,Chicago
"Metro rooms are very small for two people. 
 Everything else about the hotel is great.
  
  Read more
  Read less",POSITIVE,0.998941839,upset,0.539864123,satisfied,0.346105218,03-10-2018,Austin
"hotel was nice, and staff friendly & polite.
 the room was clean, but the size of a closet, no place to put luggage, or toiletries, and bathroom sink did not drain well. 
 location was fantastic, attending event as Madison square garden, but very disappointed in the room.
  
  Read more
  Read less",NEGATIVE,0.994135857,upset,0.831813872,anger,0.130149409,03-10-2018,Saratoga new york
"prima hotel, goede service en prettig/ vriendelijk personeel
 kamers zijn stijlvol ingericht en netjes. Redelijk ruim ook
 sportfaciliteiten en wifi zijn prima; hier moet je alleen extra 30 dollar voor betalen per dag; dit komt bovenop de kamerprijs.
  
  Read more
  Read less",NEGATIVE,0.996532559,upset,0.367151409,satisfied,0.326367557,03-10-2018,Den Haag
"Good experience. I would return if in the area. Hotel staff was very friendly. Only issue was not able to add on a name during reservation.
  
  Read more
  Read less",NEGATIVE,0.957051277,upset,0.329734415,satisfied,0.328548044,03-10-2018,Stockton
"The first room did not lock!!!! The bathroom was not clean!!! The second was extremely hot!!!! We stayed for five days they didn�t clean it on the second day I had to call the front desk!!! There was mold on the sink area in the bathroom, the ice machine was all the way in the lobby!!!!!
  
  Read more
  Read less",NEGATIVE,0.999463201,upset,0.784338832,anger,0.203560382,03-10-2018,New York
"Nice hotel walking distance to Disneyland. Good prices on rooms.
  
  Read more
  Read less",NEGATIVE,0.837676466,upset,0.565577447,anger,0.203861654,03-10-2018,San Francisco
"I have stayed at the Wyndham before and it was great. Unfortunately this time we were not told that the pool was undergoing reconstruction which required us to go to the adjacent properties to use the pool.
  
  Read more
  Read less",NEGATIVE,0.991388917,upset,0.819678426,anger,0.097804092,02-10-2018,Boston
"Good hotel and a good price for mid town Manhattan on a weekend, but it�s an old hotel and the rooms need some money spent on them. Shower fixtures were rusted, toilet seat was cheap and feel off, heat didn�t work in the room and bed felt more like a single twin then a queen. Staff and lobby area were great.
  
  Read more
  Read less",NEGATIVE,0.985248327,upset,0.620785475,happy,0.151235566,02-10-2018,New York
"My recent 4 night stay in the New Yorker was great, with no issues. The hotel staff were helpful, the hotel is secure with a safe in room, plenty of elevators & spacious lobby & an OK bar on site. The location of the hotel is superb- right by Madison Square Garden, the subway & Penn Station, with Macy's & The Empire State a quick 5 minute walk across 34th street.
  
  Read more
  Read less",POSITIVE,0.998432815,satisfied,0.544584155,upset,0.231828317,02-10-2018,"Stoke on Trent, England"
"Hotel was close to attractions and was easy to get around the city.
  
  Read more
  Read less",POSITIVE,0.519583404,upset,0.695873678,satisfied,0.120308571,02-10-2018,California
"Not quiet at all. Walls are too thin. I could hear everything going on in the hall, neighbor�s tv, neighbor�s phone vibrates all night. Room�s layout is not good, why would they put the fridge and microwave next to the bed?
  
  Read more
  Read less",NEGATIVE,0.99973774,upset,0.915548563,anger,0.063239418,02-10-2018,San Francisco
"Clean, has fridge, remodeled.
 Pool is small but not crowded, has gym and downstairs restaurant.
 Few blocks from Disney, walkable.
 CVS on corner, subway.
  
  Read more
  Read less",NEGATIVE,0.98698318,upset,0.380967796,happy,0.274733722,02-10-2018,CA
"Amazing!! Great customer service and beautiful rooms
  
  Read more
  Read less",POSITIVE,0.999394536,satisfied,0.299064428,upset,0.272720337,02-10-2018,San Diego Harbor Island
"The room was great, and the house keeping staff was excellent, and very professional. I sincerely appreciate the hard work and efforts to ensure a clean and enjoyable visit.
  
  Read more
  Read less",POSITIVE,0.99985528,satisfied,0.574613214,upset,0.2233807,02-10-2018,Pensacola
"property was partially under construction during our stay so it was hard to really can read it from a good perspective but other than that it was a great stay
  
  Read more
  Read less",NEGATIVE,0.993300617,upset,0.766938388,anger,0.137555629,01-10-2018,"Fort Pierce, FL"
"The room was clean and comfortable. Even though thw hotel's onsite lounge and restaurant were clised later in thw evening, the front desk was very helpful in suggesting other places within walking distance.
  
  Read more
  Read less",POSITIVE,0.998238087,upset,0.50403595,satisfied,0.277932733,01-10-2018,Livingston
"Less than 10 minutes from the airport, but quiet, clean, and VERY comfortable beds. Recommend the courtyard rooms for the view, shade, and extra quiet. Excellent air conditioning and water pressure. Big screen television includes cable to connect to your laptop in order to view Netflix, Amazon Prime & more from your own accounts. Pool area was clean, comfortable, and beautiful. Mini golf was fun for the young children. Easy walk to La Victoria Taqueria for some tasty horchata and late-night snacks. Staff were friendly, SO helpful when working out room changes to accommodate more guests. Beautiful lobby area.
  
  Read more
  Read less",POSITIVE,0.999602556,satisfied,0.387146682,happy,0.286387384,01-10-2018,"Andover, MA"
"Hotel was clean inside. Friendly staff. Location was a little interesting. Every day there was homeless people out by the back of the hotel where we were. One day a homeless guy was extremely upset at another homeless person over something and he wouldn�t calm down for awhile. It was always interesting to walk to the car wondering what you would see. Overall, I didn�t mind the hotel but probably wouldn�t stay in that area again. 
  
  Read more
  Read less",POSITIVE,0.735996962,upset,0.639814734,anger,0.177436709,01-10-2018,Idaho
"I like the free breakfast included but would have liked to see some fruit like bananas or apples available. The beds in our were too firm. The staff could be more friendly and acknowledgeable.
  
  Read more
  Read less",NEGATIVE,0.996077478,upset,0.740655005,anger,0.130628437,01-10-2018,Ft lauderdale
"Nice and quiet , A mini fridge would be nice so we could have our leftover dinner and the staff in the morning shouldn�t rush for cleaning we needed to sleep a little more .
  
  Read more
  Read less",NEGATIVE,0.995050013,happy,0.609155059,upset,0.299010336,01-10-2018,Irvine
"Great hotel staff, was able to check in 4 hours early. Room was really clean except for the bathroom floor. Great price!
  
  Read more
  Read less",NEGATIVE,0.636078656,upset,0.447984636,happy,0.228724837,01-10-2018,Sacramento
"There was a terrible noise outside the hotel, it sounded like a mechanized frog. It went on all night.
  
  Read more
  Read less",NEGATIVE,0.998545408,upset,0.816179335,anger,0.129479051,01-10-2018,"South beach, Florida"
"The air conditioning had to be fixed while we were there. The Air Coils were cleaned and a new battery had to be put in to the thermostat. There was a roach in the bathroom. We had 6 people staying in the room (all listed when reserving) But we had to ask for more towels, as there were only 4 in the bathroom. With an 11 am check-out, we had housekeeping knocking on doors at 9:15 waking us up.
  
  Read more
  Read less",NEGATIVE,0.999262929,upset,0.779097021,anger,0.14967075,01-10-2018,Florida
"Great place! Stay here every time we fly out of SJC
  
  Read more
  Read less",POSITIVE,0.984998286,upset,0.47761777,happy,0.272126138,30-09-2018,"Santa Cruz, CA"
"The location was GREAT � easy to get in and out of hotel!
  
  Read more
  Read less",NEGATIVE,0.972652674,upset,0.378055483,satisfied,0.358288616,30-09-2018,New Mexico
"Friendly staff, great service and excellent location with impressive history.
  
  Read more
  Read less",POSITIVE,0.999682248,satisfied,0.514581263,upset,0.24064739,30-09-2018,"melbourne, australia"
"Property had a great location for outside food or local stores
  
  Read more
  Read less",NEGATIVE,0.99585247,upset,0.667435706,anger,0.170381203,30-09-2018,Miami Beach
"Close to airport. Good restaurants near by. Comfy bed!
  
  Read more
  Read less",NEGATIVE,0.974710166,upset,0.520356536,happy,0.185718834,30-09-2018,WI
"I was only going to be there for less than 10 hours. Most sleeping. I arrived at check in time at 3 p.m. and wanted to shower and head straight to sleep and be on my way by 6 a.m. the next day. When I got to my floor the elevators opened and I was hit with the smell of chemicals from cleaning. THE ENTIRE FLOOR. I rushed to my room and the smell was just as strong inside. About 10 min later I had a huge headache. 30 min. later I called down to let them know about the strong odor. I asked to switch floors and they were very accommodating, but it was too late. I had such a huge headache. I did t ter much sleep and had an even later start. I checked out at 11 a.m. and sat in traffic the 3 hours more I had to drive... 
  
  Read more
  Read less",NEGATIVE,0.979976892,upset,0.774382889,anger,0.110478498,29-09-2018,Four Points
"Muy buen hotel y centrico, y maravilloso el personal del hotel
  
  Read more
  Read less",NEGATIVE,0.997491002,happy,0.444288164,satisfied,0.393663496,28-09-2018,bcn
"Reci�n remodelado, muy limpio, el personal de lo m�s atento y amigable.
 Lo m�s importante es que esta muy cerca del parque. 
  
  Read more
  Read less",NEGATIVE,0.998004973,happy,0.497016639,upset,0.246796325,28-09-2018,Monterrey
"I loved staying here. Friendly staff, very clean rooms great location. Definetly coming back.
  
  Read more
  Read less",POSITIVE,0.994832754,upset,0.350391626,happy,0.284648418,26-09-2018,San Jose
"Bon h�tel.
 Uniquement petit d�jeuner sur les assiettes en carton et des gobelets en polysterin. Caf� � eviter.
  
  Read more
  Read less",NEGATIVE,0.988997221,upset,0.614045382,happy,0.154365748,26-09-2018,Agde
"This hotel was good and central to everything in New York with Times Square just being about a 10 walk nice and easy
  
  Read more
  Read less",POSITIVE,0.998103738,satisfied,0.572274745,upset,0.217552513,25-09-2018,Melbourne
"It was a great location in the heart of New York City!
  
  Read more
  Read less",POSITIVE,0.844149232,upset,0.733777165,anger,0.134344116,25-09-2018,"New York City, New York"
"Good room for the price. Excellent housekeeping staff and customer service. However, if you want a really modern and upscale hotel, this isn�t the place for you. It was built in 1929 and has an extensive history, and is in the classic Art Deco style. It is located within walking distance of Madison Square Garden. Times Square. the Empire State Building and the subway. The Tick Tock diner in the hotel has good diner food 24 hours a day and is extremely fast, which is good if you are in a hurry.
  
  Read more
  Read less",POSITIVE,0.999429107,upset,0.408279747,happy,0.226743206,25-09-2018,Edmonton. AB
"We had a great stay! I was with my son, and our room had 2 full bathrooms. Great location for what we wanted to do, and we were able to explore some restaurants on 9th Ave. theatres were walkable. Macy�s close by, as was the Highline.
  
  Read more
  Read less",POSITIVE,0.994164109,upset,0.340919048,satisfied,0.336146176,25-09-2018,Toronto
"Best room I�ve ever slept on jst excellent I really recommend it
  
  Read more
  Read less",NEGATIVE,0.890054464,satisfied,0.534137249,happy,0.207473338,25-09-2018,Sacramento ca
